Simple site,Unnamed: 0,Avg. Flood Depth when Flooded (ft),90th Percentile Flood Depth when Flooded (ft),10th Percentile Flood Depth when Flooded (ft),Std. Deviation Flood Depth when Flooded 
CRMS3054,10.0,0.2223518537943314,0.6760000000011284,0.0,0.329825188061797
CRMS3136,11.0,0.2609584771798719,0.759999999998793,0.0,0.3513408296573534
CRMS3166,12.0,0.3200769640147675,1.0599999999986869,0.0,0.4701078446479342
CRMS3169,13.0,0.3816259008095187,1.0700000000026932,0.0,0.4918703758013715
CRMS3296,14.0,0.2585222698037125,0.8040000000000183,0.0,0.4076955494898896
CRMS3565,15.0,0.307601961487034,0.8049999999970848,0.0,0.3778801229980218
CRMS3590,16.0,0.1759775933609987,0.5900000000001281,0.0,0.3509060945439092
CRMS3601,17.0,0.2655103010810344,0.7620000000013258,0.0,0.3721960448193783
CRMS3617,18.0,0.3302739123400419,0.850000000001753,0.0,0.3999802528942491
CRMS3626,19.0,0.2563766802787245,0.8099999999985912,0.0,0.428898984289817
CRMS3639,20.0,0.0809602580338755,0.2999999999999502,0.0,0.1507596621376977
CRMS3641,21.0,0.2040187269710453,0.5760000000006289,0.0,0.246560554827738
CRMS3650,22.0,0.1574753311154356,0.5800000000013443,0.0,0.3742569517054376
CRMS3664,23.0,0.2246043470850391,0.6230000000006802,0.0,0.2666980094581817
CRMS3667,24.0,0.2176135327736964,0.7269999999992,0.0,0.3982450160018568
CRMS3680,25.0,0.1571784889813381,0.5230000000007056,0.0,0.2950963787105152
CRMS3784,26.0,0.3195647531401789,0.9299999999970252,0.0,0.4590884482314372
CRMS3800,27.0,0.3867158885360093,1.017999999997367,0.0,0.4979791482490092
CRMS3913,28.0,0.2649419995522427,0.8500000000015991,0.0,0.449832262951101
CRMS3985,29.0,0.3937053986414027,0.9389999999987316,0.0,0.4085192335210873
CRMS4014,30.0,0.1653703848542726,0.6190000000004423,0.0,0.3470876352201179
CRMS4016,31.0,0.2930795500460617,0.9470000000001132,0.0,0.4422043314316887
CRMS4045,32.0,0.0863833198340004,0.3249999999999722,0.0,0.2299719229040765
CRMS4094,33.0,0.2204795741882041,0.7338000000014633,0.0,0.4252750241412254
CRMS4103,34.0,0.2046596846606518,0.6200000000003751,0.0,0.3294155502742489
CRMS4107,35.0,0.1620663570683364,0.6619999999980197,0.0,0.3113867880068563
CRMS4110,36.0,0.061979380185457,0.1800000000002191,0.0,0.2317285876914362
CRMS4218,37.0,0.2139956856676737,0.6410000000017188,0.0,0.33495765105195
CRMS4245,38.0,0.1046537281137516,0.3400000000001213,0.0,0.2054261999219304
